PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
trabalho,1.0,1431.0,6.98812,86.0,40647.0,21.15777,0.33029,3.02768,michel-temer
trato,1.0,1431.0,6.98812,1.0,40647.0,0.24602,28.40461,0.03521,michel-temer
trazendo,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
tudo,2.0,1431.0,13.97624,51.0,40647.0,12.54705,1.11391,0.89774,michel-temer
tão,1.0,1431.0,6.98812,75.0,40647.0,18.45155,0.37873,2.64042,michel-temer
têm,1.0,1431.0,6.98812,44.0,40647.0,10.82491,0.64556,1.54904,michel-temer
umas,2.0,1431.0,13.97624,4.0,40647.0,0.98408,14.20231,0.07041,michel-temer
unanimidade,1.0,1431.0,6.98812,1.0,40647.0,0.24602,28.40461,0.03521,michel-temer
unida,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
unidos,1.0,1431.0,6.98812,12.0,40647.0,2.95225,2.36705,0.42247,michel-temer
união,1.0,1431.0,6.98812,45.0,40647.0,11.07093,0.63121,1.58425,michel-temer
urgente,2.0,1431.0,13.97624,8.0,40647.0,1.96816,7.10115,0.14082,michel-temer
usar,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
vai,1.0,1431.0,6.98812,36.0,40647.0,8.85674,0.78902,1.2674,michel-temer
valores,4.0,1431.0,27.95248,24.0,40647.0,5.90449,4.7341,0.21123,michel-temer
vamos,7.0,1431.0,48.91684,63.0,40647.0,15.4993,3.15607,0.31685,michel-temer
vejo,1.0,1431.0,6.98812,9.0,40647.0,2.21419,3.15607,0.31685,michel-temer
vem,1.0,1431.0,6.98812,17.0,40647.0,4.18235,1.67086,0.59849,michel-temer
vemos,2.0,1431.0,13.97624,2.0,40647.0,0.49204,28.40461,0.03521,michel-temer
ver,2.0,1431.0,13.97624,14.0,40647.0,3.44429,4.0578,0.24644,michel-temer
verdade,1.0,1431.0,6.98812,25.0,40647.0,6.15052,1.13618,0.88014,michel-temer
verdadeira,1.0,1431.0,6.98812,14.0,40647.0,3.44429,2.0289,0.49288,michel-temer
vez,2.0,1431.0,13.97624,66.0,40647.0,16.23736,0.86075,1.16178,michel-temer
vice-presidente,1.0,1431.0,6.98812,21.0,40647.0,5.16643,1.3526,0.73932,michel-temer
vida,3.0,1431.0,20.96436,108.0,40647.0,26.57023,0.78902,1.2674,michel-temer
vitalidade,1.0,1431.0,6.98812,7.0,40647.0,1.72214,4.0578,0.24644,michel-temer
viu,1.0,1431.0,6.98812,6.0,40647.0,1.47612,4.7341,0.21123,michel-temer
vive,1.0,1431.0,6.98812,6.0,40647.0,1.47612,4.7341,0.21123,michel-temer
vivemos,1.0,1431.0,6.98812,6.0,40647.0,1.47612,4.7341,0.21123,michel-temer
volta,1.0,1431.0,6.98812,5.0,40647.0,1.2301,5.68092,0.17603,michel-temer
voltaram,1.0,1431.0,6.98812,1.0,40647.0,0.24602,28.40461,0.03521,michel-temer
volte,1.0,1431.0,6.98812,4.0,40647.0,0.98408,7.10115,0.14082,michel-temer
votos,1.0,1431.0,6.98812,5.0,40647.0,1.2301,5.68092,0.17603,michel-temer
vou,2.0,1431.0,13.97624,17.0,40647.0,4.18235,3.34172,0.29925,michel-temer
vários,2.0,1431.0,13.97624,11.0,40647.0,2.70623,5.16447,0.19363,michel-temer
vão,2.0,1431.0,13.97624,9.0,40647.0,2.21419,6.31214,0.15842,michel-temer
área,1.0,1431.0,6.98812,24.0,40647.0,5.90449,1.18353,0.84493,michel-temer
áreas,1.0,1431.0,6.98812,15.0,40647.0,3.69031,1.89364,0.52808,michel-temer
égide,1.0,1431.0,6.98812,3.0,40647.0,0.73806,9.4682,0.10562,michel-temer
óbvio,1.0,1431.0,6.98812,1.0,40647.0,0.24602,28.40461,0.03521,michel-temer
órbita,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
órgão,1.0,1431.0,6.98812,2.0,40647.0,0.49204,14.20231,0.07041,michel-temer
órgãos,1.0,1431.0,6.98812,15.0,40647.0,3.69031,1.89364,0.52808,michel-temer
últimos,2.0,1431.0,13.97624,9.0,40647.0,2.21419,6.31214,0.15842,michel-temer
