PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
povo,9.0,1994.0,45.13541,206.0,40084.0,51.39208,0.87826,1.13862,afonso-penna
povoamento,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
povos,8.0,1994.0,40.12036,37.0,40084.0,9.23062,4.34644,0.23007,afonso-penna
praticar,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
precisam,1.0,1994.0,5.01505,8.0,40084.0,1.99581,2.51279,0.39796,afonso-penna
preciso,4.0,1994.0,20.06018,50.0,40084.0,12.47381,1.60818,0.62182,afonso-penna
preconceitos,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
precárias,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
prejuízos,2.0,1994.0,10.03009,4.0,40084.0,0.9979,10.05115,0.09949,afonso-penna
preocupa,2.0,1994.0,10.03009,1.0,40084.0,0.24948,40.20461,0.02487,afonso-penna
preocupado,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
preocupação,1.0,1994.0,5.01505,6.0,40084.0,1.49686,3.35038,0.29847,afonso-penna
preparar,1.0,1994.0,5.01505,4.0,40084.0,0.9979,5.02558,0.19898,afonso-penna
presidencial,2.0,1994.0,10.03009,12.0,40084.0,2.99371,3.35038,0.29847,afonso-penna
prestar,1.0,1994.0,5.01505,6.0,40084.0,1.49686,3.35038,0.29847,afonso-penna
prevenções,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
previsão,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
preço,2.0,1994.0,10.03009,6.0,40084.0,1.49686,6.70077,0.14924,afonso-penna
preços,1.0,1994.0,5.01505,10.0,40084.0,2.49476,2.01023,0.49746,afonso-penna
primeira,2.0,1994.0,10.03009,15.0,40084.0,3.74214,2.68031,0.37309,afonso-penna
principais,1.0,1994.0,5.01505,9.0,40084.0,2.24528,2.23359,0.44771,afonso-penna
principal,2.0,1994.0,10.03009,6.0,40084.0,1.49686,6.70077,0.14924,afonso-penna
problema,3.0,1994.0,15.04514,34.0,40084.0,8.48219,1.77373,0.56378,afonso-penna
problemas,2.0,1994.0,10.03009,21.0,40084.0,5.239,1.91451,0.52233,afonso-penna
proclamou,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
procurando,4.0,1994.0,20.06018,6.0,40084.0,1.49686,13.40154,0.07462,afonso-penna
